emoji,description,group,points,primary
⚗️,"alembic",Objects,2697 FE0F,false
🧪,"test tube",Objects,1F9EA,true
🧫,"petri dish",Objects,1F9EB,true
🧬,"dna",Objects,1F9EC,true
🔬,"microscope",Objects,1F52C,true
🔭,"telescope",Objects,1F52D,true
📡,"satellite antenna",Objects,1F4E1,true
💉,"syringe",Objects,1F489,true
🩸,"drop of blood",Objects,1FA78,true
💊,"pill",Objects,1F48A,true
🩹,"adhesive bandage",Objects,1FA79,true
🩼,"crutch",Objects,1FA7C,true
🩺,"stethoscope",Objects,1FA7A,true
🩻,"x-ray",Objects,1FA7B,true
🚪,"door",Objects,1F6AA,true
🛗,"elevator",Objects,1F6D7,true
🪞,"mirror",Objects,1FA9E,true
🪟,"window",Objects,1FA9F,true
🛏️,"bed",Objects,1F6CF FE0F,false
🛋️,"couch and lamp",Objects,1F6CB FE0F,false
🪑,"chair",Objects,1FA91,true
🚽,"toilet",Objects,1F6BD,true
🪠,"plunger",Objects,1FAA0,true
🚿,"shower",Objects,1F6BF,true
🛁,"bathtub",Objects,1F6C1,true
🪤,"mouse trap",Objects,1FAA4,true
🪒,"razor",Objects,1FA92,true
🧴,"lotion bottle",Objects,1F9F4,true
🧷,"safety pin",Objects,1F9F7,true
🧹,"broom",Objects,1F9F9,true
🧺,"basket",Objects,1F9FA,true
🧻,"roll of paper",Objects,1F9FB,true
🪣,"bucket",Objects,1FAA3,true
🧼,"soap",Objects,1F9FC,true
🫧,"bubbles",Objects,1FAE7,true
🪥,"toothbrush",Objects,1FAA5,true
🧽,"sponge",Objects,1F9FD,true
🧯,"fire extinguisher",Objects,1F9EF,true
🛒,"shopping cart",Objects,1F6D2,true
🚬,"cigarette",Objects,1F6AC,true
⚰️,"coffin",Objects,26B0 FE0F,false
🪦,"headstone",Objects,1FAA6,true
⚱️,"funeral urn",Objects,26B1 FE0F,false
🧿,"nazar amulet",Objects,1F9FF,true
🪬,"hamsa",Objects,1FAAC,true
🗿,"moai",Objects,1F5FF,true
🪧,"placard",Objects,1FAA7,true
🪪,"identification card",Objects,1FAAA,true
🏧,"ATM sign",Symbols,1F3E7,true
🚮,"litter in bin sign",Symbols,1F6AE,true
🚰,"potable water",Symbols,1F6B0,true
♿,"wheelchair symbol",Symbols,267F,true
🚹,"men’s room",Symbols,1F6B9,true
🚺,"women’s room",Symbols,1F6BA,true
🚻,"restroom",Symbols,1F6BB,true
🚼,"baby symbol",Symbols,1F6BC,true
🚾,"water closet",Symbols,1F6BE,true
🛂,"passport control",Symbols,1F6C2,true
🛃,"customs",Symbols,1F6C3,true
🛄,"baggage claim",Symbols,1F6C4,true
🛅,"left luggage",Symbols,1F6C5,true
⚠️,"warning",Symbols,26A0 FE0F,false
🚸,"children crossing",Symbols,1F6B8,true
⛔,"no entry",Symbols,26D4,true
🚫,"prohibited",Symbols,1F6AB,true
🚳,"no bicycles",Symbols,1F6B3,true
🚭,"no smoking",Symbols,1F6AD,true
🚯,"no littering",Symbols,1F6AF,true
🚱,"non-potable water",Symbols,1F6B1,true
🚷,"no pedestrians",Symbols,1F6B7,true
📵,"no mobile phones",Symbols,1F4F5,true
🔞,"no one under eighteen",Symbols,1F51E,true
☢️,"radioactive",Symbols,2622 FE0F,false
☣️,"biohazard",Symbols,2623 FE0F,false
⬆️,"up arrow",Symbols,2B06 FE0F,false
↗️,"up-right arrow",Symbols,2197 FE0F,false
➡️,"right arrow",Symbols,27A1 FE0F,false
↘️,"down-right arrow",Symbols,2198 FE0F,false
⬇️,"down arrow",Symbols,2B07 FE0F,false
↙️,"down-left arrow",Symbols,2199 FE0F,false
⬅️,"left arrow",Symbols,2B05 FE0F,false
↖️,"up-left arrow",Symbols,2196 FE0F,false
↕️,"up-down arrow",Symbols,2195 FE0F,false
↔️,"left-right arrow",Symbols,2194 FE0F,false
↩️,"right arrow curving left",Symbols,21A9 FE0F,false
↪️,"left arrow curving right",Symbols,21AA FE0F,false
⤴️,"right arrow curving up",Symbols,2934 FE0F,false
⤵️,"right arrow curving down",Symbols,2935 FE0F,false
🔃,"clockwise vertical arrows",Symbols,1F503,true
🔄,"counterclockwise arrows button",Symbols,1F504,true
🔙,"BACK arrow",Symbols,1F519,true
🔚,"END arrow",Symbols,1F51A,true
🔛,"ON! arrow",Symbols,1F51B,true
🔜,"SOON arrow",Symbols,1F51C,true
🔝,"TOP arrow",Symbols,1F51D,true
🛐,"place of worship",Symbols,1F6D0,true
⚛️,"atom symbol",Symbols,269B FE0F,false
🕉️,"om",Symbols,1F549 FE0F,false
✡️,"star of David",Symbols,2721 FE0F,false
☸️,"wheel of dharma",Symbols,2638 FE0F,false
☯️,"yin yang",Symbols,262F FE0F,false
✝️,"latin cross",Symbols,271D FE0F,false
☦️,"orthodox cross",Symbols,2626 FE0F,false
☪️,"star and crescent",Symbols,262A FE0F,false
☮️,"peace symbol",Symbols,262E FE0F,false
🕎,"menorah",Symbols,1F54E,true
🔯,"dotted six-pointed star",Symbols,1F52F,true
🪯,"khanda",Symbols,1FAAF,true
♈,"Aries",Symbols,2648,true
♉,"Taurus",Symbols,2649,true
♊,"Gemini",Symbols,264A,true
♋,"Cancer",Symbols,264B,true
♌,"Leo",Symbols,264C,true
♍,"Virgo",Symbols,264D,true
♎,"Libra",Symbols,264E,true
♏,"Scorpio",Symbols,264F,true
♐,"Sagittarius",Symbols,2650,true
♑,"Capricorn",Symbols,2651,true
♒,"Aquarius",Symbols,2652,true
♓,"Pisces",Symbols,2653,true
⛎,"Ophiuchus",Symbols,26CE,true
🔀,"shuffle tracks button",Symbols,1F500,true
🔁,"repeat button",Symbols,1F501,true
🔂,"repeat single button",Symbols,1F502,true
▶️,"play button",Symbols,25B6 FE0F,false
⏩,"fast-forward button",Symbols,23E9,true
⏭️,"next track button",Symbols,23ED FE0F,false
⏯️,"play or pause button",Symbols,23EF FE0F,false
◀️,"reverse button",Symbols,25C0 FE0F,false
⏪,"fast reverse button",Symbols,23EA,true
⏮️,"last track button",Symbols,23EE FE0F,false
🔼,"upwards button",Symbols,1F53C,true
⏫,"fast up button",Symbols,23EB,true
🔽,"downwards button",Symbols,1F53D,true
⏬,"fast down button",Symbols,23EC,true
⏸️,"pause button",Symbols,23F8 FE0F,false
⏹️,"stop button",Symbols,23F9 FE0F,false
⏺️,"record button",Symbols,23FA FE0F,false
⏏️,"eject button",Symbols,23CF FE0F,false
🎦,"cinema",Symbols,1F3A6,true
🔅,"dim button",Symbols,1F505,true
🔆,"bright button",Symbols,1F506,true
📶,"antenna bars",Symbols,1F4F6,true
🛜,"wireless",Symbols,1F6DC,true
📳,"vibration mode",Symbols,1F4F3,true
📴,"mobile phone off",Symbols,1F4F4,true
♀️,"female sign",Symbols,2640 FE0F,false
♂️,"male sign",Symbols,2642 FE0F,false
⚧️,"transgender symbol",Symbols,26A7 FE0F,false
✖️,"multiply",Symbols,2716 FE0F,false
➕,"plus",Symbols,2795,true
➖,"minus",Symbols,2796,true
➗,"divide",Symbols,2797,true
🟰,"heavy equals sign",Symbols,1F7F0,true
♾️,"infinity",Symbols,267E FE0F,false
‼️,"double exclamation mark",Symbols,203C FE0F,false
⁉️,"exclamation question mark",Symbols,2049 FE0F,false
❓,"red question mark",Symbols,2753,true
❔,"white question mark",Symbols,2754,true
❕,"white exclamation mark",Symbols,2755,true
❗,"red exclamation mark",Symbols,2757,true
〰️,"wavy dash",Symbols,3030 FE0F,false
💱,"currency exchange",Symbols,1F4B1,true
💲,"heavy dollar sign",Symbols,1F4B2,true
⚕️,"medical symbol",Symbols,2695 FE0F,false
♻️,"recycling symbol",Symbols,267B FE0F,false
⚜️,"fleur-de-lis",Symbols,269C FE0F,false
🔱,"trident emblem",Symbols,1F531,true
📛,"name badge",Symbols,1F4DB,true
🔰,"Japanese symbol for beginner",Symbols,1F530,true
⭕,"hollow red circle",Symbols,2B55,true
✅,"check mark button",Symbols,2705,true
☑️,"check box with check",Symbols,2611 FE0F,false
✔️,"check mark",Symbols,2714 FE0F,false
❌,"cross mark",Symbols,274C,true
❎,"cross mark button",Symbols,274E,true
➰,"curly loop",Symbols,27B0,true
➿,"double curly loop",Symbols,27BF,true
〽️,"part alternation mark",Symbols,303D FE0F,false
✳️,"eight-spoked asterisk",Symbols,2733 FE0F,false
✴️,"eight-pointed star",Symbols,2734 FE0F,false
❇️,"sparkle",Symbols,2747 FE0F,false
©️,"copyright",Symbols,00A9 FE0F,false
®️,"registered",Symbols,00AE FE0F,false
™️,"trade mark",Symbols,2122 FE0F,false
#️⃣,"keycap: #",Symbols,0023 FE0F 20E3,false
*️⃣,"keycap: *",Symbols,002A FE0F 20E3,false
0️⃣,"keycap: 0",Symbols,0030 FE0F 20E3,false
1️⃣,"keycap: 1",Symbols,0031 FE0F 20E3,false
2️⃣,"keycap: 2",Symbols,0032 FE0F 20E3,false
3️⃣,"keycap: 3",Symbols,0033 FE0F 20E3,false
4️⃣,"keycap: 4",Symbols,0034 FE0F 20E3,false
5️⃣,"keycap: 5",Symbols,0035 FE0F 20E3,false
6️⃣,"keycap: 6",Symbols,0036 FE0F 20E3,false
7️⃣,"keycap: 7",Symbols,0037 FE0F 20E3,false
8️⃣,"keycap: 8",Symbols,0038 FE0F 20E3,false
9️⃣,"keycap: 9",Symbols,0039 FE0F 20E3,false
🔟,"keycap: 10",Symbols,1F51F,true
🔠,"input latin uppercase",Symbols,1F520,true
🔡,"input latin lowercase",Symbols,1F521,true
🔢,"input numbers",Symbols,1F522,true
🔣,"input symbols",Symbols,1F523,true
🔤,"input latin letters",Symbols,1F524,true
🅰️,"A button (blood type)",Symbols,1F170 FE0F,false
🆎,"AB button (blood type)",Symbols,1F18E,true
🅱️,"B button (blood type)",Symbols,1F171 FE0F,false
🆑,"CL button",Symbols,1F191,true
🆒,"COOL button",Symbols,1F192,true
🆓,"FREE button",Symbols,1F193,true
ℹ️,"information",Symbols,2139 FE0F,false
🆔,"ID button",Symbols,1F194,true
Ⓜ️,"circled M",Symbols,24C2 FE0F,false
🆕,"NEW button",Symbols,1F195,true
🆖,"NG button",Symbols,1F196,true
🅾️,"O button (blood type)",Symbols,1F17E FE0F,false
🆗,"OK button",Symbols,1F197,true
🅿️,"P button",Symbols,1F17F FE0F,false
🆘,"SOS button",Symbols,1F198,true
🆙,"UP! button",Symbols,1F199,true
🆚,"VS button",Symbols,1F19A,true
🈁,"Japanese “here” button",Symbols,1F201,true
🈂️,"Japanese “service charge” button",Symbols,1F202 FE0F,false
🈷️,"Japanese “monthly amount” button",Symbols,1F237 FE0F,false
🈶,"Japanese “not free of charge” button",Symbols,1F236,true
🈯,"Japanese “reserved” button",Symbols,1F22F,true
🉐,"Japanese “bargain” button",Symbols,1F250,true
🈹,"Japanese “discount” button",Symbols,1F239,true
🈚,"Japanese “free of charge” button",Symbols,1F21A,true
🈲,"Japanese “prohibited” button",Symbols,1F232,true
🉑,"Japanese “acceptable” button",Symbols,1F251,true
🈸,"Japanese “application” button",Symbols,1F238,true
🈴,"Japanese “passing grade” button",Symbols,1F234,true
🈳,"Japanese “vacancy” button",Symbols,1F233,true
㊗️,"Japanese “congratulations” button",Symbols,3297 FE0F,false
㊙️,"Japanese “secret” button",Symbols,3299 FE0F,false
🈺,"Japanese “open for business” button",Symbols,1F23A,true
🈵,"Japanese “no vacancy” button",Symbols,1F235,true
🔴,"red circle",Symbols,1F534,true
🟠,"orange circle",Symbols,1F7E0,true
🟡,"yellow circle",Symbols,1F7E1,true
🟢,"green circle",Symbols,1F7E2,true
🔵,"blue circle",Symbols,1F535,true
🟣,"purple circle",Symbols,1F7E3,true
🟤,"brown circle",Symbols,1F7E4,true
⚫,"black circle",Symbols,26AB,true
⚪,"white circle",Symbols,26AA,true
🟥,"red square",Symbols,1F7E5,true
🟧,"orange square",Symbols,1F7E7,true
🟨,"yellow square",Symbols,1F7E8,true
🟩,"green square",Symbols,1F7E9,true
🟦,"blue square",Symbols,1F7E6,true
🟪,"purple square",Symbols,1F7EA,true
🟫,"brown square",Symbols,1F7EB,true
⬛,"black large square",Symbols,2B1B,true
⬜,"white large square",Symbols,2B1C,true
◼️,"black medium square",Symbols,25FC FE0F,false
◻️,"white medium square",Symbols,25FB FE0F,false
◾,"black medium-small square",Symbols,25FE,true
◽,"white medium-small square",Symbols,25FD,true
▪️,"black small square",Symbols,25AA FE0F,false
▫️,"white small square",Symbols,25AB FE0F,false
🔶,"large orange diamond",Symbols,1F536,true
🔷,"large blue diamond",Symbols,1F537,true
🔸,"small orange diamond",Symbols,1F538,true
🔹,"small blue diamond",Symbols,1F539,true
🔺,"red triangle pointed up",Symbols,1F53A,true
🔻,"red triangle pointed down",Symbols,1F53B,true
💠,"diamond with a dot",Symbols,1F4A0,true
🔘,"radio button",Symbols,1F518,true
🔳,"white square button",Symbols,1F533,true
🔲,"black square button",Symbols,1F532,true
🏁,"chequered flag",Flags,1F3C1,true
🚩,"triangular flag",Flags,1F6A9,true
🎌,"crossed flags",Flags,1F38C,true
🏴,"black flag",Flags,1F3F4,true
🏳️,"white flag",Flags,1F3F3 FE0F,false
🏳️‍🌈,"rainbow flag",Flags,1F3F3 FE0F 200D 1F308,false
🏳️‍⚧️,"transgender flag",Flags,1F3F3 FE0F 200D 26A7 FE0F,false
🏴‍☠️,"pirate flag",Flags,1F3F4 200D 2620 FE0F,false
🇦🇨,"flag: Ascension Island",Flags,1F1E6 1F1E8,false
🇦🇩,"flag: Andorra",Flags,1F1E6 1F1E9,false
🇦🇪,"flag: United Arab Emirates",Flags,1F1E6 1F1EA,false
🇦🇫,"flag: Afghanistan",Flags,1F1E6 1F1EB,false
🇦🇬,"flag: Antigua & Barbuda",Flags,1F1E6 1F1EC,false
🇦🇮,"flag: Anguilla",Flags,1F1E6 1F1EE,false
🇦🇱,"flag: Albania",Flags,1F1E6 1F1F1,false
🇦🇲,"flag: Armenia",Flags,1F1E6 1F1F2,false
🇦🇴,"flag: Angola",Flags,1F1E6 1F1F4,false
🇦🇶,"flag: Antarctica",Flags,1F1E6 1F1F6,false
🇦🇷,"flag: Argentina",Flags,1F1E6 1F1F7,false
🇦🇸,"flag: American Samoa",Flags,1F1E6 1F1F8,false
🇦🇹,"flag: Austria",Flags,1F1E6 1F1F9,false
🇦🇺,"flag: Australia",Flags,1F1E6 1F1FA,false
🇦🇼,"flag: Aruba",Flags,1F1E6 1F1FC,false
🇦🇽,"flag: Åland Islands",Flags,1F1E6 1F1FD,false
🇦🇿,"flag: Azerbaijan",Flags,1F1E6 1F1FF,false
🇧🇦,"flag: Bosnia & Herzegovina",Flags,1F1E7 1F1E6,false
🇧🇧,"flag: Barbados",Flags,1F1E7 1F1E7,false
🇧🇩,"flag: Bangladesh",Flags,1F1E7 1F1E9,false
🇧🇪,"flag: Belgium",Flags,1F1E7 1F1EA,false
🇧🇫,"flag: Burkina Faso",Flags,1F1E7 1F1EB,false
🇧🇬,"flag: Bulgaria",Flags,1F1E7 1F1EC,false
🇧🇭,"flag: Bahrain",Flags,1F1E7 1F1ED,false
🇧🇮,"flag: Burundi",Flags,1F1E7 1F1EE,false
🇧🇯,"flag: Benin",Flags,1F1E7 1F1EF,false
🇧🇱,"flag: St. Barthélemy",Flags,1F1E7 1F1F1,false
🇧🇲,"flag: Bermuda",Flags,1F1E7 1F1F2,false
🇧🇳,"flag: Brunei",Flags,1F1E7 1F1F3,false
🇧🇴,"flag: Bolivia",Flags,1F1E7 1F1F4,false
🇧🇶,"flag: Caribbean Netherlands",Flags,1F1E7 1F1F6,false
🇧🇷,"flag: Brazil",Flags,1F1E7 1F1F7,false
🇧🇸,"flag: Bahamas",Flags,1F1E7 1F1F8,false
🇧🇹,"flag: Bhutan",Flags,1F1E7 1F1F9,false
🇧🇻,"flag: Bouvet Island",Flags,1F1E7 1F1FB,false
🇧🇼,"flag: Botswana",Flags,1F1E7 1F1FC,false
🇧🇾,"flag: Belarus",Flags,1F1E7 1F1FE,false
🇧🇿,"flag: Belize",Flags,1F1E7 1F1FF,false
🇨🇦,"flag: Canada",Flags,1F1E8 1F1E6,false
🇨🇨,"flag: Cocos (Keeling) Islands",Flags,1F1E8 1F1E8,false
🇨🇩,"flag: Congo - Kinshasa",Flags,1F1E8 1F1E9,false
🇨🇫,"flag: Central African Republic",Flags,1F1E8 1F1EB,false
🇨🇬,"flag: Congo - Brazzaville",Flags,1F1E8 1F1EC,false
🇨🇭,"flag: Switzerland",Flags,1F1E8 1F1ED,false
🇨🇮,"flag: Côte d’Ivoire",Flags,1F1E8 1F1EE,false
🇨🇰,"flag: Cook Islands",Flags,1F1E8 1F1F0,false
🇨🇱,"flag: Chile",Flags,1F1E8 1F1F1,false
🇨🇲,"flag: Cameroon",Flags,1F1E8 1F1F2,false
🇨🇳,"flag: China",Flags,1F1E8 1F1F3,false
🇨🇴,"flag: Colombia",Flags,1F1E8 1F1F4,false
🇨🇵,"flag: Clipperton Island",Flags,1F1E8 1F1F5,false
🇨🇷,"flag: Costa Rica",Flags,1F1E8 1F1F7,false
🇨🇺,"flag: Cuba",Flags,1F1E8 1F1FA,false
🇨🇻,"flag: Cape Verde",Flags,1F1E8 1F1FB,false
🇨🇼,"flag: Curaçao",Flags,1F1E8 1F1FC,false
🇨🇽,"flag: Christmas Island",Flags,1F1E8 1F1FD,false
🇨🇾,"flag: Cyprus",Flags,1F1E8 1F1FE,false
🇨🇿,"flag: Czechia",Flags,1F1E8 1F1FF,false
🇩🇪,"flag: Germany",Flags,1F1E9 1F1EA,false
🇩🇬,"flag: Diego Garcia",Flags,1F1E9 1F1EC,false
🇩🇯,"flag: Djibouti",Flags,1F1E9 1F1EF,false
🇩🇰,"flag: Denmark",Flags,1F1E9 1F1F0,false
🇩🇲,"flag: Dominica",Flags,1F1E9 1F1F2,false
🇩🇴,"flag: Dominican Republic",Flags,1F1E9 1F1F4,false
🇩🇿,"flag: Algeria",Flags,1F1E9 1F1FF,false
🇪🇦,"flag: Ceuta & Melilla",Flags,1F1EA 1F1E6,false
🇪🇨,"flag: Ecuador",Flags,1F1EA 1F1E8,false
🇪🇪,"flag: Estonia",Flags,1F1EA 1F1EA,false
🇪🇬,"flag: Egypt",Flags,1F1EA 1F1EC,false
🇪🇭,"flag: Western Sahara",Flags,1F1EA 1F1ED,false
🇪🇷,"flag: Eritrea",Flags,1F1EA 1F1F7,false
🇪🇸,"flag: Spain",Flags,1F1EA 1F1F8,false
🇪🇹,"flag: Ethiopia",Flags,1F1EA 1F1F9,false
🇪🇺,"flag: European Union",Flags,1F1EA 1F1FA,false
🇫🇮,"flag: Finland",Flags,1F1EB 1F1EE,false
🇫🇯,"flag: Fiji",Flags,1F1EB 1F1EF,false
🇫🇰,"flag: Falkland Islands",Flags,1F1EB 1F1F0,false
🇫🇲,"flag: Micronesia",Flags,1F1EB 1F1F2,false
🇫🇴,"flag: Faroe Islands",Flags,1F1EB 1F1F4,false
🇫🇷,"flag: France",Flags,1F1EB 1F1F7,false
🇬🇦,"flag: Gabon",Flags,1F1EC 1F1E6,false
🇬🇧,"flag: United Kingdom",Flags,1F1EC 1F1E7,false
🇬🇩,"flag: Grenada",Flags,1F1EC 1F1E9,false
🇬🇪,"flag: Georgia",Flags,1F1EC 1F1EA,false
🇬🇫,"flag: French Guiana",Flags,1F1EC 1F1EB,false
🇬🇬,"flag: Guernsey",Flags,1F1EC 1F1EC,false
🇬🇭,"flag: Ghana",Flags,1F1EC 1F1ED,false
🇬🇮,"flag: Gibraltar",Flags,1F1EC 1F1EE,false
🇬🇱,"flag: Greenland",Flags,1F1EC 1F1F1,false
🇬🇲,"flag: Gambia",Flags,1F1EC 1F1F2,false
🇬🇳,"flag: Guinea",Flags,1F1EC 1F1F3,false
🇬🇵,"flag: Guadeloupe",Flags,1F1EC 1F1F5,false
🇬🇶,"flag: Equatorial Guinea",Flags,1F1EC 1F1F6,false
🇬🇷,"flag: Greece",Flags,1F1EC 1F1F7,false
🇬🇸,"flag: South Georgia & South Sandwich Islands",Flags,1F1EC 1F1F8,false
🇬🇹,"flag: Guatemala",Flags,1F1EC 1F1F9,false
🇬🇺,"flag: Guam",Flags,1F1EC 1F1FA,false
🇬🇼,"flag: Guinea-Bissau",Flags,1F1EC 1F1FC,false
🇬🇾,"flag: Guyana",Flags,1F1EC 1F1FE,false
🇭🇰,"flag: Hong Kong SAR China",Flags,1F1ED 1F1F0,false
🇭🇲,"flag: Heard & McDonald Islands",Flags,1F1ED 1F1F2,false
🇭🇳,"flag: Honduras",Flags,1F1ED 1F1F3,false
🇭🇷,"flag: Croatia",Flags,1F1ED 1F1F7,false
🇭🇹,"flag: Haiti",Flags,1F1ED 1F1F9,false
🇭🇺,"flag: Hungary",Flags,1F1ED 1F1FA,false
🇮🇨,"flag: Canary Islands",Flags,1F1EE 1F1E8,false
🇮🇩,"flag: Indonesia",Flags,1F1EE 1F1E9,false
🇮🇪,"flag: Ireland",Flags,1F1EE 1F1EA,false
🇮🇱,"flag: Israel",Flags,1F1EE 1F1F1,false
🇮🇲,"flag: Isle of Man",Flags,1F1EE 1F1F2,false
🇮🇳,"flag: India",Flags,1F1EE 1F1F3,false
🇮🇴,"flag: British Indian Ocean Territory",Flags,1F1EE 1F1F4,false
🇮🇶,"flag: Iraq",Flags,1F1EE 1F1F6,false
🇮🇷,"flag: Iran",Flags,1F1EE 1F1F7,false
🇮🇸,"flag: Iceland",Flags,1F1EE 1F1F8,false
🇮🇹,"flag: Italy",Flags,1F1EE 1F1F9,false
🇯🇪,"flag: Jersey",Flags,1F1EF 1F1EA,false
🇯🇲,"flag: Jamaica",Flags,1F1EF 1F1F2,false
🇯🇴,"flag: Jordan",Flags,1F1EF 1F1F4,false
🇯🇵,"flag: Japan",Flags,1F1EF 1F1F5,false
🇰🇪,"flag: Kenya",Flags,1F1F0 1F1EA,false
🇰🇬,"flag: Kyrgyzstan",Flags,1F1F0 1F1EC,false
🇰🇭,"flag: Cambodia",Flags,1F1F0 1F1ED,false
🇰🇮,"flag: Kiribati",Flags,1F1F0 1F1EE,false
🇰🇲,"flag: Comoros",Flags,1F1F0 1F1F2,false
🇰🇳,"flag: St. Kitts & Nevis",Flags,1F1F0 1F1F3,false
🇰🇵,"flag: North Korea",Flags,1F1F0 1F1F5,false
🇰🇷,"flag: South Korea",Flags,1F1F0 1F1F7,false
🇰🇼,"flag: Kuwait",Flags,1F1F0 1F1FC,false
🇰🇾,"flag: Cayman Islands",Flags,1F1F0 1F1FE,false
🇰🇿,"flag: Kazakhstan",Flags,1F1F0 1F1FF,false
🇱🇦,"flag: Laos",Flags,1F1F1 1F1E6,false
🇱🇧,"flag: Lebanon",Flags,1F1F1 1F1E7,false
🇱🇨,"flag: St. Lucia",Flags,1F1F1 1F1E8,false
🇱🇮,"flag: Liechtenstein",Flags,1F1F1 1F1EE,false
🇱🇰,"flag: Sri Lanka",Flags,1F1F1 1F1F0,false
🇱🇷,"flag: Liberia",Flags,1F1F1 1F1F7,false
🇱🇸,"flag: Lesotho",Flags,1F1F1 1F1F8,false
🇱🇹,"flag: Lithuania",Flags,1F1F1 1F1F9,false
